"","GSM1536406","GSM1536407","GSM1536408","GSM1536409","GSM1536410","GSM1536411","GSM1536412","GSM1536413"
"ACOT1",0.730585,1.08423,1.62799,1.11006,1.07111,0.970769,2.38388,2.2292
"ACOT11",3.31372,3.24029,2.62281,3.58602,3.63164,2.73986,3.10362,3.12071
"ACOT12",0.573937,0.45445,-0.00966197,0.791623,0.683379,0.735844,0.333918,0.405729
"ACOT13",4.1361,4.43061,4.22976,3.78614,2.79134,4.59848,5.24755,4.42566
"ACOT2",0.730585,1.08423,1.62799,1.11006,1.07111,0.970769,2.38388,2.2292
"ACOT4",0.0705831,0.0579447,0.312906,0.0559895,0.334023,0.248588,0.604613,0.92227
"ACOT6",0.278703,0.44816,0.315948,0.78579,0.454647,0.470554,0.355321,0.454647
"ACOT7",2.18709,1.85499,1.49209,2.61105,1.20504,2.42961,1.63507,2.49762
"ACOT8",1.37485,1.37485,0.998702,1.53967,1.5928,0.938466,1.29972,1.4046
"ACOT9",3.3843,3.73924,4.21637,2.63342,2.7109,1.9604,3.1545,3.21416
"ACOX1",3.9744,4.78355,5.1811,3.777,1.26725,4.02322,6.62463,5.37853
"ACOX2",0.675704,0.933306,0.843459,0.0732342,0.628656,1.43604,1.38594,1.31999
"ACOX3",1.55158,0.851367,1.39525,1.84078,1.87589,1.32838,0.989004,1.40604
"ACOXL",0.304727,0.456491,0.170085,0.856385,1.3741,0.425651,0.838881,0.637772
"ACP1",3.77436,4.14796,5.03427,2.2065,3.24682,2.44582,4.85678,3.12143
"ACP2",1.86639,1.14748,1.64435,1.8149,1.62138,1.37083,1.49199,1.35286
"ACP5",2.43902,2.13769,1.9615,2.44742,2.24169,1.5968,2.12349,2.40429
"ACP6",1.75102,1.18611,1.27886,1.05075,1.28182,2.68839,1.96331,1.5226
"ACPL2",2.46813,3.26873,4.02744,3.39844,2.91522,5.58708,2.87011,3.07153
"ACPP",2.2033,3.07242,2.89165,2.61835,2.22496,1.48787,1.74604,2.75494
"ACPT",3.71909,3.25284,3.13927,2.98491,3.47241,2.71269,2.24906,3.01965
"ACR",0.334691,0.478917,0.142632,0.471985,0.722945,0.476163,0.369715,0.568742
"ACRBP",3.15513,2.24569,2.71925,2.67441,3.62987,3.17819,1.53735,3.37386
"ACRC",0.847524,0.951627,0.859077,0.810142,0.726943,1.23549,1.27186,0.77061
"ACRV1",1.68956,0.327137,0.834396,1.18265,0.206057,1.13534,1.02011,0.51285
"ACSBG1",1.28406,0.902703,1.21594,0.718844,0.771973,1.39929,0.232419,1.83865
"ACSBG2",0.503861,0.905776,0.443603,1.56947,0.846782,0.698445,0.388924,0.395411
"ACSF2",1.56976,2.06827,2.00162,2.16628,2.4945,1.7808,2.59485,2.29147
"ACSF3",0.563001,0.779862,0.556699,0.464639,0.394546,0.892632,1.67134,0.356395
"ACSL1",2.59937,3.12739,5.60391,1.96723,1.78861,2.71973,6.07445,5.95388
"ACSL3",4.63964,4.32343,5.22943,3.67855,1.33438,2.71269,4.73958,4.02626
"ACSL4",3.23821,3.43525,3.37692,3.71392,2.37505,3.64322,3.73012,3.41158
"ACSL5",1.95971,2.72417,2.38905,2.45761,1.92655,1.98536,2.80721,3.59675
"ACSL6",1.12716,0.957402,0.53887,2.20359,2.33647,1.80296,1.25541,1.04087
"ACSM1",0.201707,0.0855806,0.441855,0.188164,0.430849,0.993852,0.389742,0.430849
"ACSM2A",0.969432,1.10506,0.906021,1.46033,1.25701,2.33265,1.0023,1.38186
"ACSM2B",0.969432,1.10506,0.906021,1.46033,1.25701,2.33265,1.0023,1.38186
"ACSM3",0.641811,0.49922,0.920732,2.36644,1.38396,1.16286,0.68408,0.651996
"ACSM5",0.865101,1.27833,1.15875,1.46874,0.98286,1.4893,3.11548,1.48447
"ACSS1",3.38478,2.87003,2.76452,2.92779,2.69893,3.13311,3.07282,3.15425
"ACSS2",2.04715,1.99086,1.6485,0.954894,1.8981,2.015,3.97373,2.57977
"ACSS3",0.580562,1.57714,0.652939,0.368934,1.49101,2.12529,3.26807,1.48621
"ACTA1",0.712992,0.478917,0.512343,1.15989,0.334391,0.886143,0.776942,0.553255
"ACTA2",8.25197,8.25801,9.07255,8.26494,6.70031,6.71777,5.33907,5.80435
"ACTB",11.0912,10.8831,11.2931,10.9087,10.4011,10.0644,10.9058,10.5452
"ACTC1",0.582051,1.76558,0.327123,0.330515,0.782525,1.41636,0.0762856,0.339687
"ACTG1",8.51724,8.90065,9.37682,8.59828,8.23778,9.18411,8.51251,8.7459
"ACTG2",3.48603,6.3613,2.67956,1.63554,1.98402,2.13296,0.849324,1.04654
"ACTL6A",0.236262,1.39061,0.909373,0.988094,0.759112,1.21303,0.850204,1.08707
"ACTL6B",0.370712,0.729091,0.270763,0.382486,1.11092,0.902242,0.04689,0.568742
"ACTL7A",0.246639,0.308748,0.344132,0.452376,0.573538,1.68802,0.372698,0.779605
"ACTL7B",1.19839,1.22046,1.04287,0.793357,1.41745,1.40691,1.02872,1.24826
"ACTL8",1.40779,0.989128,1.00221,1.15407,1.47334,1.50789,0.936975,1.25359
"ACTL9",0.294318,0.370712,0.384322,0.567778,0.572339,0.401866,0.461387,0.568742
"ACTN1",6.08609,6.15559,6.42851,5.95362,4.41623,5.66989,5.39953,5.60294
"ACTN2",0.668655,0.582733,0.487298,1.1702,1.55232,0.863313,0.406186,0.696882
"ACTN3",1.42872,1.54692,1.03602,1.42232,1.37405,1.02286,0.831447,0.592133
"ACTN4",5.10624,4.32852,4.53248,3.52348,4.08179,3.79649,4.89877,4.29584
"ACTR10",1.66228,3.42157,3.14391,2.04355,2.33421,3.12123,3.10735,3.56674
"ACTR1A",5.75633,4.94231,5.01195,3.11137,3.80694,2.71269,5.44624,3.74414
"ACTR1B",2.30725,2.62104,2.10942,1.84533,2.20404,1.90724,2.3577,1.92132
"ACTR2",5.76774,6.8482,7.08904,6.8026,3.88892,5.63726,6.24216,6.071
"ACTR3",5.51174,6.16707,7.01349,5.42508,3.88277,5.21544,5.95841,5.89094
"ACTR3B",1.90506,1.90689,1.75817,2.17514,2.48196,1.99652,1.77843,1.64052
"ACTR3C",0.0916414,0.139542,0.364,0.235764,1.33636,0.521343,0.364833,0.453383
"ACTR5",2.23482,2.65374,2.07768,1.30949,1.5893,1.84398,2.28762,2.52943
"ACTR6",1.67198,1.49183,1.32327,2.1897,2.51428,2.2261,1.40048,1.70459
"ACTR8",1.63239,2.31352,2.40437,2.1665,1.49237,1.99645,2.54231,2.01062
"ACTRT2",0.241139,0.208705,0.409753,0.526518,0.766668,1.14079,-0.0535728,0.231385
"ACVR1",2.2036,2.06287,2.32374,2.33647,2.17736,2.90602,2.46336,2.23817
"ACVR1B",4.30022,3.89042,3.95618,3.78464,3.38068,3.38858,3.72039,3.8878
"ACVR1C",0.608385,0.305902,0.223069,0.971639,0.646598,0.59161,4.80349,1.88059
"ACVR2A",4.20955,3.81125,4.52533,4.14787,2.7631,3.29221,3.85832,3.61407
"ACVR2B",2.06019,2.857,2.12676,2.97161,2.46367,2.57725,3.30892,2.3408
"ACVRL1",5.96323,6.43076,6.00205,4.19705,4.64073,5.84593,6.08741,5.88775
"ACY1",2.17559,2.05904,1.96102,2.0492,2.29664,2.35877,2.25806,1.97912
"ACY3",0.226508,0.178078,0.190483,0.345208,0.394356,1.00702,0.369715,0.16507
"ACYP1",1.2904,1.88086,1.29127,1.10824,0.397339,1.54795,2.01979,2.27799
"ACYP2",1.527,2.39281,2.02866,1.72558,1.90676,0.998058,3.13965,2.47507
"ADA",2.32243,0.877455,1.50833,0.897092,1.75704,1.28661,0.369715,1.59559
"ADAD1",0.0317543,0.52823,0.0493351,0.443738,0.686439,0.582238,0.224798,0.408652
"ADAD2",2.60116,2.71563,2.4588,2.61436,2.43285,2.85987,2.24808,2.62986
"ADAL",1.75995,0.676715,0.414558,1.1542,2.35739,1.52813,1.23993,1.41698
"ADAM10",6.22806,6.44903,6.76599,6.2777,4.88367,6.69616,5.48438,6.17399
"ADAM11",0.975098,0.994561,1.0207,1.17404,2.28438,0.945472,0.94778,1.18315
"ADAM12",4.58306,5.96684,7.01706,5.97817,3.92603,1.48858,4.06281,2.07152
"ADAM15",2.20831,1.99722,2.08732,2.25526,2.09711,1.6211,1.5968,1.8315
"ADAM17",4.51655,4.58709,4.97699,3.98938,4.46291,3.65438,4.57853,4.76365
"ADAM18",0.180895,0.232167,0.511561,0.886168,0.774004,0.633319,0.767517,0.454025
"ADAM19",2.79936,3.39721,4.30889,2.6444,2.53615,2.22401,1.92254,2.27367
"ADAM2",0.156165,0.0931161,-0.13539,0.479071,0.146029,0.262985,0.369715,-0.0240849
"ADAM20",1.87963,2.20141,2.06782,2.12206,2.44132,2.19482,2.2375,2.04285
"ADAM21",2.21633,1.86943,1.96519,1.90916,3.53934,1.22811,1.69425,1.90965
"ADAM21P1",0.478917,0.332405,0.22577,0.708977,0.863252,0.755161,0.706768,0.633542
"ADAM22",1.16946,1.35019,0.731801,1.07238,1.23484,1.5968,1.60095,1.22302
"ADAM23",2.41029,1.13412,0.608532,1.24327,0.718593,0.863238,0.284597,1.01889
"ADAM28",0.66463,2.75139,3.36981,1.75584,-0.0461715,2.06478,1.71266,1.08885
"ADAM29",0.0685038,0.168629,0.198205,0.611366,0.940408,0.505581,0.188934,0.329566
"ADAM30",0.0813468,0.547752,0.275825,1.39453,1.48123,0.727911,0.279371,0.710418
"ADAM32",0.309145,1.07015,1.95754,0.86645,0.925679,1.00816,0.543545,1.04123
"ADAM33",5.67678,6.62213,5.96311,6.33946,6.30607,6.9413,5.4143,7.0064
"ADAM3A",0.110529,0.091704,0.553975,0.223636,1.71568,0.328105,0.134954,0.698353
"ADAM5P",0.644384,0.733836,0.219307,2.00268,0.847713,0.900179,0.604984,0.394998
"ADAM6",0.751318,-0.049084,0.186451,0.845871,0.00991966,0.198494,0.224455,0.393602
"ADAM7",0.627491,0.432976,0.528607,1.48117,0.19502,0.527908,0.538628,0.741688
"ADAM8",2.34964,2.15499,2.46545,2.40048,2.09546,2.61087,2.15155,1.92944
"ADAM9",6.10367,5.18441,6.43803,5.22203,3.63164,3.65087,5.05312,3.77477
"ADAMDEC1",0.708393,0.370712,0.892628,0.372872,0.795156,0.791413,0.318315,0.234214
"ADAMTS1",7.34687,5.27374,6.91472,4.91981,5.49334,4.38905,3.89695,4.20659
"ADAMTS10",0.94412,0.966726,1.00843,1.15989,1.16271,0.380088,0.380106,1.16622
"ADAMTS12",2.21679,1.75476,2.92495,1.47072,1.20458,1.39203,1.87879,2.2228
"ADAMTS13",1.6296,1.02804,1.49703,0.74998,2.53711,1.49077,0.803287,1.9046
"ADAMTS14",0.339159,0.305765,0.0411916,1.03664,0.473879,0.229746,0.235106,0.319572
"ADAMTS15",1.90755,2.04103,1.61924,2.61043,2.62938,1.64904,1.68296,1.59657
"ADAMTS16",3.25637,4.22237,3.66059,3.92803,3.28116,2.30973,3.62604,4.46977
"ADAMTS17",0.46641,1.71327,1.59351,0.784808,1.80381,1.47316,0.66463,0.353786
"ADAMTS18",1.76713,1.13406,1.7472,1.75584,2.84728,1.84119,2.13188,1.61517
"ADAMTS19",0.790479,0.8225,0.8225,1.19507,1.7757,1.67959,0.37054,0.727413
"ADAMTS2",6.36774,3.79616,5.80587,4.17824,4.46236,2.92191,2.61514,2.4626
"ADAMTS20",1.33971,0.711648,0.716502,1.23643,1.80839,1.01321,0.884466,0.856045
"ADAMTS3",0.403597,0.846085,0.270251,0.999481,0.736204,0.85689,0.369715,0.891577
"ADAMTS4",0.919687,0.789948,2.13041,1.10694,1.98403,1.31384,0.388201,1.01277
"ADAMTS5",2.0302,2.01672,2.34715,2.82909,2.43255,2.71269,2.43472,3.37412
"ADAMTS6",1.93124,1.11694,1.86412,1.94129,1.56795,0.738178,0.663305,0.809469
"ADAMTS7",0.97021,0.674189,0.491024,1.7153,1.34806,0.779862,0.692292,1.2895
"ADAMTS8",1.56908,0.674189,1.27456,1.73534,1.44812,2.01886,0.66463,1.92831
"ADAMTS9",1.30808,1.77604,2.17593,1.17608,0.871726,1.05034,0.934208,1.62873
"ADAMTSL1",1.58866,1.29561,1.02803,0.632313,0.83959,1.55039,0.377176,1.00287
"ADAMTSL2",0.72955,0.693465,0.567308,0.402154,0.963313,1.42646,0.254121,0.812752
"ADAMTSL3",1.20051,1.78365,1.34562,0.879545,1.59282,2.31839,4.84434,3.33348
"ADAMTSL4",5.98223,3.92702,5.62198,2.70913,4.67989,3.9242,3.07605,4.20234
"ADAMTSL5",1.21015,1.15221,0.783545,1.09164,1.70601,0.980076,0.54035,1.36419
"ADAP1",2.43766,1.92154,1.97601,2.94422,1.76428,1.41233,1.73211,1.72859
"ADAP2",3.53561,4.58188,3.97031,3.78038,2.7926,3.25554,3.64526,3.87779
"ADAR",6.05973,5.89643,5.2267,5.64285,5.84467,5.78886,5.53526,6.16851
"ADARB1",4.10912,3.9173,4.00304,3.64094,2.71825,5.60449,3.67661,3.42157
"ADARB2",0.596513,0.617679,0.734073,0.3535,0.658265,0.779862,0.78217,0.644341
"ADAT1",2.47495,2.53856,2.3158,3.42157,2.54446,2.11744,2.14392,2.65168
"ADAT2",1.4014,1.08963,1.34869,0.594802,0.910036,2.09582,1.20425,1.44709
"ADAT3",1.02979,0.516123,0.750635,1.13455,0.855201,0.889172,0.431011,0.507289
"ADC",0.513218,0.689466,0.637974,0.632313,0.313501,1.16286,-0.0569307,0.950383
"ADCK1",1.30241,1.28628,0.900628,2.21611,1.44306,1.00585,0.782171,1.31125
"ADCK2",2.93259,3.27882,2.45813,2.14414,2.38728,3.0631,2.43221,2.98895
"ADCK4",2.57366,2.01493,2.12896,2.77973,2.67947,2.22715,2.0529,2.74397
"ADCK5",0.369003,0.68743,0.669603,0.980747,0.63022,0.702474,0.530037,0.666647
"ADCY1",1.41705,2.01622,1.2847,2.59281,3.17196,2.3938,0.939163,2.40026
"ADCY10",0.29398,0.569762,0.224213,0.747221,0.351569,1.01804,0.361192,0.791238
"ADCY2",1.59698,1.45826,1.63648,2.34438,3.31971,2.27338,1.63648,2.72149
"ADCY3",1.88831,1.94932,1.60762,1.19234,2.43822,1.48577,1.72282,2.04652
"ADCY4",3.58624,4.54524,3.58568,2.62182,2.59468,3.28038,4.2352,4.81319
"ADCY5",3.01209,2.11126,1.73202,3.2672,3.72906,2.15502,2.9153,2.76571
"ADCY6",0.605826,0.774016,1.15033,1.00159,1.44108,1.83918,1.17278,2.07383
"ADCY7",3.45961,4.16003,3.63041,3.94055,3.02652,2.92474,3.94449,4.27549
"ADCY8",0.68457,0.427678,0.363272,0.659236,0.509522,0.520575,0.265085,0.374581
"ADCY9",4.05015,3.26498,3.80289,3.94466,4.24768,2.66897,3.52644,3.16802
"ADCYAP1",3.08155,1.46623,0.932467,1.45355,2.07101,2.3451,1.37335,0.574521
"ADCYAP1R1",1.03759,0.955747,0.617418,0.8608,0.812909,2.26368,0.801289,1.0827
"ADD1",4.37723,4.54752,4.60588,3.26411,3.45287,4.75445,5.08472,4.67647
"ADD2",3.40798,3.35821,3.11122,4.76025,3.26461,3.20114,2.03131,2.79356
"ADD3",6.13626,6.02269,6.06854,5.12027,5.10358,6.33993,6.43169,6.28747
"ADH1A",0.346072,0.15817,0.457921,1.95949,0.706596,0.939225,1.23442,0.706596
"ADH1B",4.17539,2.29119,3.21795,4.80517,1.87272,6.43073,9.00294,7.31941
"ADH1C",1.44749,1.1749,1.39638,0.897166,1.83894,1.89995,3.46789,3.75267
"ADH4",3.48569,3.99011,3.59491,4.12873,4.00762,4.33645,3.35878,3.87433
"ADH5",3.35786,5.8313,5.29989,4.49993,4.07738,5.82171,6.06498,4.938
"ADH6",0.358503,0.0566915,0.192296,1.15989,0.242338,0.478917,0.245317,0.343879
"ADH7",0.298012,0.219472,0.339451,0.722948,0.466822,0.79971,0.536351,0.551664
"ADHFE1",1.44222,1.58554,1.94521,1.28438,1.77068,2.6738,3.10309,2.65539
"ADI1",5.92541,5.20517,5.42969,5.5019,4.58066,5.38215,5.88548,5.49292
"ADIG",2.3716,2.46,1.35151,1.33537,2.81862,1.07406,0.433742,2.51418
"ADIPOQ",3.78307,1.72287,1.24182,5.934,3.80694,3.51863,9.5905,8.39416
"ADIPOR1",4.04033,4.14093,4.93674,3.50657,3.66783,3.54609,4.60164,3.38844
"ADIPOR2",2.34476,2.23882,2.68182,2.23636,2.8084,1.62477,4.36251,3.22528
"ADK",3.60015,3.63096,3.97907,2.34296,2.24672,1.7689,4.54897,3.46649
"ADM",3.52221,2.52521,3.09542,2.98346,1.98402,5.58971,6.60295,3.49863
"ADM2",2.442,2.34463,2.11758,2.52202,2.33647,2.41654,2.02024,2.66663
"ADNP",3.67493,4.72186,4.518,4.08836,1.72826,4.09091,4.13853,4.04411
"ADNP2",1.51258,2.31538,2.82634,1.98904,2.38824,2.01062,2.07637,2.61214
"ADO",3.56165,2.61882,1.9836,3.93169,2.67534,3.12772,2.50115,2.44281
"ADORA1",2.76583,2.37074,2.52855,1.99303,3.46393,2.20499,2.38225,2.5997
"ADORA2A",1.84455,1.43653,1.01402,0.425031,0.635919,0.690592,1.17989,1.11886
"ADORA2B",0.475327,0.0724788,0.165481,0.790754,0.871726,0.198494,0.539277,0.538145
"ADORA3",1.99496,2.23782,2.56312,3.65952,1.18182,1.32442,2.10391,1.11718
"ADPGK",2.07384,2.90941,3.23246,2.83869,2.13921,3.14823,2.88111,3.19094
"ADPRH",3.61774,3.41313,3.27205,3.30982,3.38218,3.82359,3.29369,3.53001
"ADPRHL1",0.751551,1.07659,0.606141,0.793725,0.846152,1.27226,0.950738,0.573779
"ADPRHL2",3.40936,3.13087,2.67919,1.8808,1.00313,2.90965,2.56187,2.67599
"ADRA1A",1.69337,0.876077,0.961194,1.95381,1.10283,1.13623,1.07664,0.799842
"ADRA1B",0.389891,0.226785,0.0298055,0.319265,0.510111,0.311776,0.297411,1.0925
"ADRA1D",0.779043,0.445232,0.336899,0.619564,1.57017,0.784492,0.225362,0.649553
"ADRA2A",2.16188,3.12567,1.49086,2.04024,2.7651,2.62843,3.89067,3.36191
"ADRA2B",2.32939,2.32368,2.38609,3.18051,3.17636,2.81594,2.28828,2.78675
"ADRA2C",2.82875,2.57717,2.55866,3.24128,2.60354,3.33551,2.5489,3.47948
"ADRB1",0.947168,0.674189,0.522168,1.86809,0.975825,2.03396,3.84637,2.55216
"ADRB2",1.32306,2.25675,1.17801,2.308,1.51054,2.13112,3.38479,2.07608
"ADRB3",1.51657,1.62761,1.35671,1.86842,2.25637,1.37692,1.45945,1.32446
"ADRBK1",3.02781,2.18765,2.13512,2.5673,2.5673,1.16286,1.58498,2.01062
"ADRBK2",3.3124,2.49218,3.32986,2.972,1.59916,3.61265,5.10658,3.88088
"ADRM1",3.39268,2.89939,3.17506,2.8597,3.13742,2.70362,2.92642,2.92002
"ADSL",2.92807,3.95618,3.57796,2.07563,1.86263,2.71269,2.44667,3.35983
"ADSS",2.10673,2.72446,2.76059,2.41376,3.01306,3.32156,2.41035,2.63003
"ADSSL1",2.53845,2.46302,2.32236,2.38936,2.48303,1.77989,2.06645,2.75673
"AEBP1",11.1625,10.7446,10.8601,9.95071,9.56799,11.3896,7.96584,8.28235
"AEBP2",3.13662,2.85787,1.56724,2.34196,3.1501,2.66231,2.9535,2.44452
"AEN",3.02746,2.62492,2.96178,2.79869,2.56593,3.02031,2.54365,2.99344
"AES",3.50048,3.12971,3.16868,2.17241,1.8536,1.73696,3.05652,2.71099
"AFAP1",0.489611,0.703805,0.529858,0.645663,0.607831,0.695351,0.574354,0.25358
"AFAP1L1",0.457829,1.8674,1.68479,1.09622,0.808518,0.785863,2.86039,1.63076
"AFAP1L2",0.014784,1.06145,0.517441,0.736417,0.885032,0.991538,0.395957,1.00329
"AFF1",4.0396,5.05834,5.35019,4.61963,3.23049,5.16979,5.68473,5.06451
"AFF2",0.690053,0.481298,0.540883,0.851746,1.15472,0.876685,0.817732,0.476231
"AFF3",1.10732,1.1407,0.965103,1.26406,1.07151,1.32003,3.25346,1.4837
"AFF4",4.86408,5.23267,5.10716,4.24428,2.58726,6.01167,4.8733,5.03502
"AFG3L1",1.78808,1.83515,1.44147,1.84727,1.96164,1.71945,1.73254,1.85008
"AFG3L2",4.031,3.95975,3.2784,3.8361,2.91031,4.27596,3.77877,3.31281
"AFM",0.202504,0.199052,0.0743415,0.594293,-0.0275266,0.255895,0.550818,0.312493
"AFMID",4.2064,4.60701,3.68631,3.7877,4.62173,5.65475,4.36359,4.38747
"AFP",0.47396,0.551936,0.827483,0.50552,0.386521,0.225417,0.369715,0.568742
"AFTPH",4.72917,5.54061,4.67216,5.78922,5.82719,5.41203,5.48404,5.95738
"AG2",7.28717,5.20413,6.63427,4.07482,5.93772,4.31175,4.02782,3.28629
"AGA",1.42614,2.17651,2.61857,2.67324,0.89156,2.95272,3.15854,2.14855
"AGAP1",2.60753,2.37141,2.47587,2.78302,2.86934,1.58112,2.59419,1.85113
"AGAP10",4.20223,5.11406,4.85615,4.16074,5.1391,3.0014,5.38965,4.66866
"AGAP11",2.46433,2.22866,2.30978,2.37351,3.85675,3.23821,3.87932,3.32296
"AGAP2",2.14039,1.71705,1.26245,1.43218,1.21631,2.56806,1.43549,1.81173
"AGAP3",4.55211,4.12703,3.81465,3.777,3.69678,4.12944,3.80995,3.61232
"AGAP4",4.20223,5.11406,4.85615,4.16074,5.1391,3.0014,5.38965,4.66866
"AGAP5",3.3225,4.4028,3.72419,3.47302,3.97809,5.25849,4.00932,4.34965
"AGAP6",3.44139,4.06563,3.90128,2.69246,3.90233,5.11172,3.93672,4.07525
"AGAP7",3.44139,4.06563,3.90128,2.69246,3.90233,5.11172,3.93672,4.07525
"AGAP8",3.44139,4.06563,3.90128,2.69246,3.90233,5.11172,3.93672,4.07525
"AGAP9",4.20223,5.11406,4.85615,4.16074,5.1391,3.0014,5.38965,4.66866
"AGBL1",0.244463,0.305765,-0.022872,0.454737,0.222305,0.34676,0.438299,0.0592509
"AGBL2",0.59306,0.637942,0.610244,0.780546,0.742824,1.22233,0.710277,1.0559
"AGBL3",0.359503,1.40998,0.322274,1.11245,1.99061,1.5968,0.880271,0.692415
"AGBL4",0.712262,0.80361,0.967215,0.908433,2.476,0.919389,1.15061,1.03517
"AGBL5",0.928755,1.28984,1.53091,1.74578,1.59558,0.910906,2.71484,1.63027
"AGER",1.45719,1.6918,1.36336,1.62064,1.66325,1.22694,1.13318,1.00027
"AGFG1",4.2146,3.71211,4.41546,4.15004,3.89169,1.75346,4.15062,3.42309
"AGFG2",2.25145,2.44461,2.32409,1.91898,1.6961,1.4828,2.44667,2.4626
"AGGF1",2.35299,2.56299,2.27659,1.82309,2.54824,3.30546,3.06259,2.02389
"AGK",2.02897,1.75801,1.06316,1.87274,2.49019,0.892705,2.573,1.62873
"AGL",2.42715,1.98783,1.05198,1.97509,0.673875,3.01002,2.31588,1.66736
"AGMAT",1.45328,1.37584,0.925157,2.25092,2.77267,1.87089,2.2506,1.45793
"AGPAT1",1.44094,0.973192,1.26233,1.15989,1.1026,0.934641,1.43635,1.20504
"AGPAT2",3.17736,2.51431,2.33666,2.84894,2.33918,3.14372,2.93261,2.95858
"AGPAT3",3.40283,2.97123,3.00038,2.95983,1.91758,3.47711,3.43774,3.02891
"AGPAT4",4.66408,4.42912,3.75856,3.11763,4.31995,4.9734,4.107,4.03368
"AGPAT5",0.40543,1.39788,0.67315,0.696691,2.28504,1.08087,0.00800467,0.523801
"AGPAT6",4.78157,5.18399,4.82146,4.19858,4.30516,4.68156,4.87298,4.50102
"AGPAT9",2.44524,2.51636,1.87879,1.41365,2.11779,2.50469,3.14586,2.99078
"AGPHD1",0.521976,0.407906,0.545635,0.799814,1.08794,1.81301,0.798943,0.463607
"AGPS",3.83844,4.03533,4.28408,3.84847,3.05315,2.51813,4.15627,3.40763
"AGR2",0.19868,0.530089,0.357994,0.961198,0.228637,0.779862,0.579766,0.952398
"AGR3",-0.0109001,0.0479865,0.319766,0.207197,0.146029,0.636783,-0.0640486,0.353786
"AGRN",5.23424,4.42949,4.32895,4.97895,5.5308,5.10893,4.4672,5.04068
"AGRP",0.888972,0.59793,1.1043,0.648961,1.39539,0.876205,0.766351,1.04076
"AGT",0.947014,1.19426,0.963246,1.01241,0.440571,2.37466,0.873736,1.39519
"AGTPBP1",1.70849,2.59626,2.61253,1.49005,1.81153,2.36017,2.68066,2.01062
"AGTR1",2.83824,3.38174,2.18509,2.33647,2.18405,3.4787,4.97136,4.65867
"AGTR2",0.967168,0.778757,0.59034,1.15495,0.894691,1.02807,0.817666,0.548098
"AGTRAP",3.34973,2.82617,2.99559,3.41564,3.21957,3.27204,3.03299,3.53412
"AGXT",1.08079,1.19294,0.96928,1.21041,1.23705,0.985785,0.586396,0.809544
"AGXT2",0.360172,-0.120676,0.234389,0.342633,0.716206,0.333056,-0.0895762,0.135592
"AGXT2L1",0.534269,0.129451,0.0759825,0.663642,0.257024,0.492951,0.51697,0.371816
"AGXT2L2",3.44827,3.98068,3.65887,4.23052,2.71161,2.86114,4.09596,3.40602
"AHCTF1",3.33512,3.6579,4.18826,3.53163,3.27551,4.72627,4.18925,4.33451
"AHCY",0.245145,1.59567,1.83264,1.32701,0.326961,1.9353,1.01447,1.42966
"AHCYL1",2.66679,3.919,5.6099,2.78294,2.76551,2.55662,5.59201,4.43465
"AHCYL2",1.5814,1.12544,2.0735,1.25703,0.872846,1.24956,2.19167,1.1386
"AHDC1",1.50789,2.2087,1.4694,1.60524,1.36938,2.43717,0.63215,1.73869
"AHI1",3.64322,3.76653,3.87535,2.33004,3.63164,5.21882,3.5619,3.46618
"AHNAK",8.7446,8.32843,8.38125,8.09886,7.86414,6.59288,8.98458,8.29629
"AHNAK2",8.03502,7.58632,6.08746,6.96943,5.96768,8.45448,5.31914,5.89942
"AHR",3.1596,4.46809,4.09276,3.19789,3.09293,3.48357,4.10383,4.49684
"AHRR",0.984806,0.481802,0.534322,0.555394,0.534322,0.374532,0.527835,0.338884
"AHSA1",3.11561,4.58129,3.94377,3.53493,2.84438,2.71269,4.15627,3.82104
"AHSA2",3.62534,4.19344,4.50438,3.46035,3.76876,5.18201,4.71399,4.32695
"AHSG",0.265899,0.495288,0.369672,0.879545,1.60046,1.04957,0.625685,0.732773
"AHSP",0.605367,0.32017,0.936034,0.986445,1.08371,0.42379,0.380855,0.426686
"AICDA",0.479408,0.181126,0.643482,0.232927,0.899248,1.62432,0.129886,0.485075
"AIDA",4.71677,5.88285,5.64857,4.22554,4.73958,6.49032,6.34541,6.36073
"AIF1",6.59827,6.42334,6.61661,6.18749,4.34629,3.79423,6.23413,5.48675
"AIF1L",3.61579,4.31009,2.57318,2.3495,2.45463,4.67425,5.86434,5.55256
"AIFM1",2.8176,3.22395,3.10379,2.5627,1.98402,2.5983,3.59384,2.82358
"AIFM2",2.27393,2.09171,1.96344,1.53085,1.74622,3.18169,5.82739,4.24721
"AIFM3",1.00836,0.61587,0.810718,0.771923,0.310868,0.846271,0.369615,1.06703
"AIG1",3.76481,3.62024,3.5953,3.1218,2.45194,4.5325,4.8779,4.14487
"AIM1",2.22657,2.00548,1.37912,1.18928,0.804344,1.11851,2.00886,1.66382
"AIM1L",1.08554,1.13406,1.05088,1.16618,1.35506,1.11841,0.969607,1.11544
"AIM2",1.5378,1.3652,1.81555,1.77238,0.761792,0.761792,0.572627,1.60349
"AIMP1",4.45284,4.61023,3.52482,4.39661,4.45006,5.67858,4.74703,4.40941
"AIMP2",4.89138,4.79296,5.0304,3.75825,3.39945,4.95664,4.90571,4.65792
"AIP",4.29153,3.73924,3.08685,2.19493,1.97932,2.65364,3.30805,3.85204
"AIPL1",1.66226,1.7239,1.43437,1.79653,2.90622,2.45211,2.04196,1.81828
